,M
9411,-4581
9412,-3254
9413,-1191
9414,-1085
9415,-1808
9416,-1416
9417,-1627
9418,-1744
9419,-1112
9420,-617
9421,-1944
9422,-2917
9423,-2317
9424,-2287
9425,-1967
9426,-2124
9427,-3316
9428,-2979
9429,-2687
9430,-2223
9431,-2706
9432,-2992
9433,-2650
9434,-2994
9435,-2510
9436,-2867
9437,-1966
9438,-2269
9439,-2523
9440,-1826
9441,-945
9442,-499
9443,-353
9444,253
9445,1560
9446,3051
9447,3188
9448,3691
9449,5588
9450,6409
9451,6770
9452,7209
9453,8840
9454,9306
9455,9880
9456,10986
9457,10772
9458,4779
9459,4814
9460,6742
9461,6544
9462,673
9463,-1235
9464,-1280
9465,-2671
9466,-3475
9467,-4337
9468,-5160
9469,-5379
9470,-6018
9471,-5539
9472,-3897
9473,-2766
9474,-4289
9475,-4719
9476,-2895
9477,-872
9478,-1254
9479,-2139
9480,-1965
9481,-1791
9482,-1084
9483,-903
9484,-1389
9485,-2273
9486,-2295
9487,-2201
9488,-2130
9489,-1474
9490,-2201
9491,-3454
9492,-3161
9493,-2157
9494,-1904
9495,-2795
9496,-3273
9497,-2795
9498,-2613
9499,-2729
9500,-2558
9501,-1810
9502,-2417
9503,-2447
9504,-1509
9505,-486
9506,-286
9507,-127
9508,644
9509,2311
9510,3314
9511,3419
9512,4708
9513,6000
9514,6654
9515,6809
9516,8106
9517,9249
9518,9359
9519,10421
9520,11008
9521,7773
9522,3854
9523,6914
9524,6502
9525,3615
9526,-945
9527,-622
9528,-1862
9529,-3581
9530,-3545
9531,-4623
9532,-5246
9533,-5984
9534,-5924
9535,-4235
9536,-3297
9537,-3715
9538,-4992
9539,-3423
9540,-1636
9541,-1279
9542,-2074
9543,-2182
9544,-1693
9545,-1844
9546,-900
9547,-1129
9548,-2110
9549,-2282
9550,-2330
9551,-2037
9552,-1865
9553,-1602
9554,-2812
9555,-3844
9556,-2265
9557,-1773
9558,-2063
9559,-3432
9560,-2902
9561,-2540
9562,-2551
9563,-2416
9564,-2084
9565,-2183
9566,-2653
9567,-1857
9568,-660
9569,-268
9570,-305
9571,-6
9572,1631
9573,3033
9574,3203
9575,4041
9576,5380
9577,6216
9578,6394
9579,7471
9580,8784
9581,8974
9582,9640
9583,10341
9584,10146
9585,4688
9586,5268
9587,6858
9588,5659
9589,688
9590,-1130
9591,-819
9592,-2671
9593,-3073
9594,-4198
9595,-4802
9596,-5626
9597,-5582
9598,-5093
9599,-3496
9600,-3363
9601,-4641
9602,-4406
9603,-2394
9604,-1272
9605,-2005
9606,-2459
9607,-1904
9608,-1959
9609,-1541
9610,-1066
9611,-1625
9612,-2426
9613,-2363
9614,-2135
9615,-2003
9616,-1428
9617,-2330
9618,-3605
9619,-2650
9620,-2147
9621,-1736
9622,-2861
9623,-3052
9624,-2754
9625,-2670
9626,-2285
9627,-2388
9628,-1844
9629,-2566
9630,-2194
9631,-1165
9632,-278
9633,-287
9634,-102
9635,889
9636,2470
9637,3142
9638,3511
9639,4834
9640,5837
9641,6155
9642,6804
9643,8228
9644,8939
9645,9135
9646,9685
9647,10968
9648,6881
9649,4141
9650,6657
9651,6587
9652,3048
9653,-1181
9654,30
9655,-1692
9656,-3065
9657,-3685
9658,-4314
9659,-4967
9660,-5458
9661,-5719
9662,-4149
9663,-3273
9664,-3960
9665,-4998
9666,-3304
9667,-1667
9668,-1768
9669,-2600
9670,-2152
9671,-1826
9672,-1913
9673,-1238
9674,-1491
9675,-2194
9676,-2267
9677,-2283
9678,-1897
9679,-1966
9680,-1628
9681,-3116
9682,-3341
9683,-1674
9684,-2329
9685,-2197
9686,-3425
9687,-2367
9688,-2656
9689,-2668
9690,-2414
9691,-2147
9692,-2078
9693,-2504
9694,-1730
9695,-591
9696,-519
9697,-331
9698,294
9699,1946
9700,2983
9701,3036
9702,3984
9703,5434
9704,6138
9705,6243
9706,7311
9707,8536
9708,8862
9709,9475
9710,10052
9711,9946
9712,4910
9713,5099
9714,7075
9715,5739
9716,863
9717,-1123
9718,130
9719,-2206
9720,-3331
9721,-4144
9722,-4213
9723,-5177
9724,-5800
9725,-5087
9726,-3528
9727,-3583
9728,-4720
9729,-4574
9730,-2538
9731,-1613
9732,-2364
9733,-2795
9734,-1975
9735,-1884
9736,-1756
9737,-1331
9738,-1794
9739,-2217
9740,-2471
9741,-1960
9742,-1883
9743,-1882
9744,-2137
9745,-3559
9746,-1997
9747,-2276
9748,-2172
9749,-2899
9750,-2916
9751,-2300
9752,-2975
9753,-2365
9754,-2465
9755,-1945
9756,-2438
9757,-2218
9758,-993
9759,-509
9760,-572
9761,-142
9762,1051
9763,2387
9764,2885
9765,3171
9766,4608
9767,5606
9768,6077
9769,6550
9770,7763
9771,8525
9772,8617
9773,9445
9774,10551
9775,8613
9776,3670
9777,6273
9778,7027
9779,4515
9780,-509
9781,161
9782,-728
9783,-2727
9784,-3296
9785,-3936
9786,-4484
9787,-5432
9788,-5816
9789,-4482
9790,-3294
9791,-3885
9792,-5046
9793,-4026
9794,-2054
9795,-2018
9796,-2668
9797,-2431
9798,-1901
9799,-2247
9800,-1890
9801,-1245
9802,-1828
9803,-2556
9804,-2522
9805,-2015
9806,-1843
9807,-1485
9808,-2770
9809,-3587
9810,-1748
9811,-2233
9812,-1863
9813,-3270
9814,-2477
9815,-2516
9816,-2939
9817,-2138
9818,-2210
9819,-1879
9820,-2782
9821,-1823
9822,-588
9823,-396
9824,-363
9825,203
9826,1585
9827,2814
9828,3028
9829,3709
9830,5047
9831,5905
9832,5995
9833,7291
9834,7983
9835,8322
9836,8917
9837,9420
9838,10257
9839,5760
9840,4688
9841,6677
9842,6293
9843,2096
9844,-884
9845,519
9846,-1315
9847,-2866
9848,-3539
9849,-3873
9850,-4591
9851,-5711
9852,-4974
9853,-3750
9854,-3326
9855,-4614
9856,-4732
9857,-3042
9858,-1932
9859,-2352
9860,-2936
9861,-2234
9862,-2041
9863,-2177
9864,-1614
9865,-1571
9866,-2273
9867,-2740
9868,-2151
9869,-1845
9870,-1629
9871,-2207
9872,-3536
9873,-2220
9874,-1914
9875,-1981
9876,-2710
9877,-2808
9878,-2155
9879,-2845
9880,-2197
9881,-2442
9882,-1856
9883,-2328
9884,-2392
9885,-1241
9886,-520
9887,-530
9888,-343
9889,736
9890,2256
9891,2715
9892,3036
9893,4419
9894,5363
9895,5749
9896,6426
9897,7549
9898,8050
9899,8126
9900,9267
9901,10070
9902,8387
9903,4408
9904,6176
9905,6734
9906,4633
9907,289
9908,424
9909,-358
9910,-2087
9911,-2915
9912,-3419
9913,-4354
9914,-4961
9915,-5231
9916,-4419
9917,-3386
9918,-4015
9919,-4824
9920,-4069
9921,-2480
9922,-2242
9923,-2635
9924,-2575
9925,-2325
9926,-2356
9927,-1794
9928,-1414
9929,-2071
9930,-2607
9931,-2340
9932,-2069
9933,-1730
9934,-1775
9935,-2834
9936,-3107
9937,-1953
9938,-1925
9939,-2267
9940,-3050
9941,-2466
9942,-2584
9943,-2416
9944,-2308
9945,-2203
9946,-1938
9947,-2532
9948,-1725
9949,-740
9950,-492
9951,-548
9952,90
9953,1514
9954,2552
9955,2655
9956,3441
9957,4712
9958,5522
9959,5784
9960,6720
9961,7733
9962,7832
9963,8619
9964,9197
9965,9729
9966,6943
9967,4508
9968,6893
9969,6023
9970,3284
9971,93
9972,859
9973,-944
9974,-2440
9975,-2549
9976,-3600
9977,-4362
9978,-5268
9979,-4734
9980,-3878
9981,-3434
9982,-4360
9983,-4848
9984,-3221
9985,-2247
9986,-2649
9987,-2796
9988,-2407
9989,-2146
9990,-2571
9991,-1646
9992,-1445
9993,-2391
9994,-2701
9995,-2275
9996,-1893
9997,-1766
9998,-2148
9999,-3128
10000,-2655
10001,-1876
10002,-2105
10003,-2584
10004,-2770
10005,-2440
10006,-2626
10007,-2288
10008,-2192
10009,-2073
10010,-2235
10011,-2239
10012,-1196
10013,-552
10014,-655
10015,-334
10016,664
10017,1881
10018,2499
10019,2954
10020,4166
10021,5015
10022,5457
10023,5998
10024,7321
10025,7772
10026,7882
10027,8941
10028,9497
10029,8886
10030,5075
10031,5760
10032,6937
10033,5098
10034,1333
10035,413
10036,607
10037,-1408
10038,-2758
10039,-2941
10040,-3310
10041,-4541
10042,-5295
10043,-4266
10044,-3194
10045,-3947
10046,-4815
10047,-4144
10048,-2797
10049,-2549
10050,-2889
10051,-2835
10052,-2364
10053,-2434
10054,-2295
10055,-1643
10056,-1862
10057,-2531
10058,-2607
10059,-1994
10060,-1667
10061,-1741
10062,-2676
10063,-2702
10064,-2161
10065,-2014
10066,-2215
10067,-2616
10068,-2558
10069,-2660
10070,-2462
10071,-2451
10072,-2216
10073,-2004
10074,-2480
10075,-1891
10076,-977
10077,-578
10078,-674
10079,30
10080,1165
10081,2101
10082,2484
10083,3126
10084,4485
10085,5019
10086,5621
10087,6264
10088,7080
10089,7533
10090,8269
10091,8892
10092,9202
10093,8143
10094,4568
10095,6046
10096,6617
10097,4472
10098,631
10099,599
10100,305
10101,-1654
10102,-2477
10103,-3179
10104,-3628
10105,-4600
10106,-4772
10107,-4042
10108,-3302
10109,-3859
10110,-4651
10111,-3995
10112,-2536
10113,-2367
10114,-2779
10115,-3025
10116,-2284
10117,-2292
10118,-2099
10119,-1593
10120,-2202
10121,-2716
10122,-2295
10123,-1978
10124,-1686
10125,-2079
10126,-2397
10127,-2961
10128,-2308
10129,-1742
10130,-2175
10131,-2666
10132,-3033
10133,-2148
10134,-2430
10135,-2170
10136,-2136
10137,-2208
10138,-2224
10139,-1717
10140,-717
10141,-612
10142,-416
10143,185
10144,1103
10145,2460
10146,2863
10147,3511
10148,4245
10149,5153
10150,5975
10151,6561
10152,7316
10153,7445
10154,8328
10155,8603
10156,9044
10157,6703
10158,4780
10159,6459
10160,5803
10161,3150
10162,440
10163,922
10164,-670
10165,-1878
10166,-2268
10167,-3206
10168,-4066
10169,-4668
10170,-4033
10171,-3833
10172,-3746
10173,-4182
10174,-4272
10175,-3454
10176,-2569
10177,-2683
10178,-2889
10179,-2676
10180,-2336
10181,-2473
10182,-1754
10183,-1697
10184,-2450
10185,-2708
10186,-1978
10187,-1853
10188,-1752
10189,-2267
10190,-2682
10191,-2461
10192,-1881
10193,-2014
10194,-2389
10195,-2658
10196,-2489
10197,-2367
10198,-2354
10199,-2136
10200,-2063
10201,-2227
10202,-2213
10203,-1273
10204,-670
10205,-726
10206,-275
10207,641
10208,1687
10209,2341
10210,2887
10211,3953
10212,4578
10213,5038
10214,5794
10215,6842
10216,7270
10217,7305
10218,8141
10219,8559
10220,8834
10221,5447
10222,4711
10223,6696
10224,5447
10225,1820
10226,293
10227,1046
10228,-650
10229,-2209
10230,-2417
10231,-2962
10232,-3872
10233,-4410
10234,-4252
10235,-3293
10236,-3421
10237,-4258
10238,-4315
10239,-3082
10240,-2338
10241,-2900
10242,-3103
10243,-2518
10244,-2412
10245,-2508
10246,-1822
10247,-1622
10248,-2640
10249,-2728
10250,-2037
10251,-1683
10252,-2095
10253,-2157
10254,-2697
10255,-2376
10256,-1977
10257,-1930
10258,-2125
10259,-2944
10260,-2196
10261,-2439
10262,-2058
10263,-2122
10264,-2087
10265,-2109
10266,-1962
10267,-1009
10268,-710
10269,-560
10270,47
10271,728
10272,1733
10273,2437
10274,3187
10275,3840
10276,4597
10277,5218
10278,5773
10279,6908
10280,7008
10281,7569
10282,7875
10283,8521
10284,7768
10285,4494
10286,5742
10287,6332
10288,4618
10289,904
10290,878
10291,1101
10292,-1158
10293,-1782
10294,-2478
10295,-3066
10296,-3872
10297,-4007
10298,-3528
10299,-3442
10300,-3911
10301,-4368
10302,-3836
10303,-2683
10304,-2732
10305,-3057
10306,-2964
10307,-2407
10308,-2494
10309,-2211
10310,-1765
10311,-2123
10312,-2802
10313,-2377
10314,-1681
10315,-1957
10316,-1926
10317,-3044
10318,-2378
10319,-2006
10320,-1911
10321,-2352
10322,-2780
10323,-2129
10324,-2678
10325,-1992
10326,-2068
10327,-2076
10328,-2125
10329,-2231
10330,-1191
10331,-838
10332,-721
10333,-537
10334,486
10335,1516
10336,1994
10337,2509
10338,3486
10339,4307
10340,4573
10341,5276
10342,6368
10343,6679
10344,6691
10345,7566
10346,8260
10347,8369
10348,5895
10349,4651
10350,6425
10351,5738
10352,2747
10353,782
10354,1682
10355,-142
10356,-1639
10357,-1832
10358,-2185
10359,-3484
10360,-4206
10361,-3489
10362,-3230
10363,-3559
10364,-4133
10365,-4056
10366,-3175
10367,-2766
10368,-2900
10369,-2945
10370,-2684
10371,-2496
10372,-2671
10373,-1834
10374,-1796
10375,-2509
10376,-2800
10377,-2040
10378,-1630
10379,-1979
10380,-2501
10381,-2484
10382,-2270
10383,-1928
10384,-2170
10385,-2079
10386,-2662
10387,-2565
10388,-2261
10389,-2020
10390,-2011
10391,-2235
10392,-2122
10393,-1801
10394,-967
10395,-766
10396,-817
10397,-159
10398,799
10399,1528
10400,2176
10401,2854
10402,3572
10403,4038
10404,4852
10405,5616
10406,6263
10407,6324
10408,6717
10409,7715
10410,7890
10411,7675
10412,5570
10413,4863
10414,6232
10415,4999
10416,2649
10417,629
10418,1280
10419,243
10420,-1290
10421,-2008
10422,-2593
10423,-3048
10424,-3752
10425,-3463
10426,-3197
10427,-3540
10428,-3926
10429,-3910
10430,-2905
10431,-2721
10432,-2969
10433,-3199
10434,-2625
10435,-2307
10436,-2466
10437,-2051
10438,-2075
10439,-2483
10440,-2617
10441,-2012
10442,-1860
10443,-2012
10444,-2245
10445,-2930
10446,-2019
10447,-1814
10448,-1816
10449,-2617
10450,-2639
10451,-1942
10452,-2355
10453,-1917
10454,-2223
10455,-1999
10456,-2050
10457,-1735
10458,-918
10459,-674
10460,-436
10461,-13
10462,903
10463,1915
10464,2303
10465,2942
10466,3699
10467,4337
10468,4833
10469,5518
10470,6250
10471,6165
10472,6686
10473,7239
10474,7531
10475,7188
10476,5074
10477,4842
10478,5580
10479,4752
10480,2195
10481,1115
10482,952
10483,-226
10484,-1060
10485,-1592
10486,-2458
10487,-3206
10488,-3168
10489,-3393
10490,-3200
10491,-3247
10492,-3764
10493,-3828
10494,-3121
10495,-2703
10496,-2844
10497,-3053
10498,-2717
10499,-2592
10500,-2262
10501,-1902
10502,-2197
10503,-2533
10504,-2554
10505,-1902
10506,-1999
10507,-1879
10508,-2650
10509,-2703
10510,-1850
10511,-2018
10512,-1956
10513,-2888
10514,-2092
10515,-2480
10516,-2127
10517,-1850
10518,-2204
10519,-1845
10520,-2102
10521,-1325
10522,-885
10523,-537
10524,-217
10525,270
10526,1283
10527,1834
10528,2507
10529,3236
10530,3674
10531,4195
10532,4787
10533,5751
10534,6025
10535,6087
10536,6678
10537,7106
10538,7168
10539,6588
10540,4691
10541,5188
10542,5394
10543,3772
10544,1833
10545,1153
10546,1234
10547,-573
10548,-1214
10549,-1758
10550,-2385
10551,-3040
10552,-3339
10553,-2992
10554,-3184
10555,-3538
10556,-3610
10557,-3386
10558,-2841
10559,-2845
10560,-2967
10561,-2853
10562,-2542
10563,-2509
10564,-2343
10565,-1936
10566,-2342
10567,-2572
10568,-2403
10569,-2033
10570,-1834
10571,-2564
10572,-2672
10573,-2024
10574,-1971
10575,-2136
10576,-2459
10577,-1937
10578,-2414
10579,-2194
10580,-2012
10581,-1965
10582,-1927
10583,-2028
10584,-1696
10585,-1299
10586,-796
10587,-589
10588,-155
10589,667
10590,1350
10591,1815
10592,2553
10593,3275
10594,3674
10595,4238
10596,4942
10597,5515
10598,5794
10599,6113
10600,6554
10601,6776
10602,7010
10603,6227
10604,4251
10605,5162
10606,5019
10607,3895
10608,1133
10609,1061
10610,1248
10611,-496
10612,-1452
10613,-1758
10614,-1864
10615,-2936
10616,-3387
10617,-3011
10618,-2843
10619,-3115
10620,-3858
10621,-3540
10622,-2519
10623,-2516
10624,-3148
10625,-3026
10626,-2238
10627,-2421
10628,-2456
10629,-2081
10630,-2249
10631,-2670
10632,-2505
10633,-1793
10634,-2161
10635,-2881
10636,-2132
10637,-2081
10638,-2047
10639,-2430
10640,-1905
10641,-2155
10642,-2333
10643,-1899
10644,-2017
10645,-1767
10646,-2030
10647,-1787
10648,-1432
10649,-1059
10650,-683
10651,-432
10652,293
10653,895
10654,1332
10655,1996
10656,2891
10657,3210
10658,3570
10659,4426
10660,5130
10661,5088
10662,5394
10663,6098
10664,6274
10665,6212
10666,6448
10667,5812
10668,4319
10669,4596
10670,4624
10671,3397
10672,1271
10673,1110
10674,954
10675,-402
10676,-1262
10677,-1510
10678,-2132
10679,-2678
10680,-3030
10681,-2737
10682,-2927
10683,-2973
10684,-3602
10685,-3294
10686,-2563
10687,-2730
10688,-2975
10689,-2825
10690,-2415
10691,-2498
10692,-2423
10693,-2080
10694,-2364
10695,-2606
10696,-2290
10697,-1970
10698,-2536
10699,-2433
10700,-2033
10701,-2112
10702,-2451
10703,-2104
10704,-1877
10705,-2231
10706,-2157
10707,-2017
10708,-1887
10709,-1846
10710,-1824
10711,-1566
10712,-1329
10713,-1134
10714,-668
10715,-126
10716,497
10717,851
10718,1296
10719,2175
10720,2885
10721,3077
10722,3594
10723,4143
10724,4699
10725,4831
10726,5312
10727,5710
10728,5702
10729,5870
10730,5848
10731,5691
10732,4539
10733,4008
10734,4229
10735,3463
10736,1793
10737,1227
10738,694
10739,22
10740,-1101
10741,-1076
10742,-1947
10743,-2385
10744,-2576
10745,-2904
10746,-2507
10747,-2827
10748,-3003
10749,-3244
10750,-2685
10751,-2606
10752,-2797
10753,-2558
10754,-2668
10755,-2661
10756,-2409
10757,-2133
10758,-2278
10759,-2800
10760,-2453
10761,-2583
10762,-2194
10763,-2084
10764,-2417
10765,-2501
10766,-2423
10767,-1636
10768,-2107
10769,-2126
10770,-2055
10771,-2072
10772,-1737
10773,-1760
10774,-1523
10775,-1567
10776,-1407
10777,-1016
10778,-488
10779,195
10780,389
10781,758
10782,1320
10783,2170
10784,2789
10785,2992
10786,3347
10787,3779
10788,4517
10789,4741
10790,4929
10791,5075
10792,5120
10793,5605
10794,5616
10795,5355
10796,4610
10797,3830
10798,3919
10799,3423
10800,2455
10801,1536
10802,598
10803,319
10804,-478
10805,-959
10806,-1571
10807,-1910
10808,-2423
10809,-2814
10810,-2357
10811,-2462
10812,-2991
10813,-3176
10814,-2726
10815,-2564
10816,-2548
10817,-2650
10818,-2604
10819,-2581
10820,-2441
10821,-2190
10822,-2318
10823,-2588
10824,-2604
10825,-2613
10826,-2235
10827,-2177
10828,-2394
10829,-2714
10830,-2253
10831,-1881
10832,-2092
10833,-2090
10834,-2074
10835,-1997
10836,-1877
10837,-1626
10838,-1570
10839,-1519
10840,-1442
10841,-1054
10842,-467
10843,107
10844,361
10845,679
10846,1197
10847,2009
10848,2567
10849,2909
10850,3161
10851,3625
10852,4053
10853,4488
10854,4821
10855,5047
10856,4904
10857,4977
10858,5292
10859,5370
10860,4957
10861,3669
10862,3595
10863,3450
10864,2992
10865,1627
10866,1027
10867,603
10868,-332
10869,-679
10870,-1065
10871,-1223
10872,-2480
10873,-2421
10874,-2244
10875,-2206
10876,-2570
10877,-3029
10878,-2766
10879,-2595
10880,-2466
10881,-2529
10882,-2602
10883,-2390
10884,-2715
10885,-2480
10886,-2188
10887,-2415
10888,-2896
10889,-2963
10890,-2134
10891,-2203
10892,-2600
10893,-2619
10894,-2176
10895,-2099
10896,-2129
10897,-1965
10898,-1976
10899,-1997
10900,-1909
10901,-1627
10902,-1443
10903,-1488
10904,-1404
10905,-1110
10906,-406
10907,10
10908,259
10909,641
10910,1115
10911,1640
10912,2335
10913,2760
10914,2881
10915,3191
10916,3756
10917,4139
10918,4057
10919,4426
10920,4725
10921,4671
10922,4690
10923,4603
10924,4686
10925,4259
10926,3714
10927,3420
10928,2759
10929,2626
10930,1874
10931,828
10932,448
10933,-123
10934,-556
10935,-1347
10936,-1402
10937,-1890
10938,-2290
10939,-2420
10940,-2415
10941,-2378
10942,-2474
10943,-2782
10944,-2648
10945,-2334
10946,-2402
10947,-2459
10948,-2540
10949,-2428
10950,-2492
10951,-2562
10952,-2343
10953,-2914
10954,-2738
10955,-2489
10956,-2422
10957,-2678
10958,-2597
10959,-2026
10960,-2413
10961,-2173
10962,-1991
10963,-1867
10964,-1836
10965,-1849
10966,-1524
10967,-1377
10968,-1253
10969,-1159
10970,-802
10971,-171
10972,32
10973,390
10974,894
10975,1386
10976,1710
10977,2192
10978,2716
10979,2997
10980,3176
10981,3595
10982,3976
10983,4021
10984,4182
10985,4412
10986,4385
10987,4225
10988,4286
10989,4233
10990,3926
10991,3450
10992,2955
10993,2629
10994,2131
10995,1741
10996,1027
10997,424
10998,-23
10999,-481
11000,-882
11001,-1036
11002,-1506
11003,-2072
11004,-2301
11005,-1637
11006,-2037
11007,-2683
11008,-2528
11009,-2154
11010,-2223
11011,-2655
11012,-2341
11013,-2306
11014,-2548
11015,-2641
11016,-2450
11017,-2714
11018,-2731
11019,-2530
11020,-2620
11021,-2566
11022,-2593
11023,-2211
11024,-2414
11025,-2154
11026,-2084
11027,-2024
11028,-1708
11029,-1803
11030,-1706
11031,-1499
11032,-1237
11033,-1182
11034,-1007
11035,-451
11036,-105
11037,113
11038,552
11039,970
11040,1348
11041,1739
11042,2149
11043,2511
11044,2725
11045,3086
11046,3404
11047,3488
11048,3684
11049,3968
11050,3953
11051,3841
11052,3886
11053,3972
11054,3681
11055,3514
11056,3242
11057,2972
11058,2478
11059,2093
11060,1953
11061,1109
11062,719
11063,213
11064,107
11065,-317
11066,-1017
11067,-1256
11068,-1356
11069,-1466
11070,-1808
11071,-1954
11072,-1854
11073,-2268
11074,-2223
11075,-2006
11076,-2104
11077,-2443
11078,-2504
11079,-2452
11080,-2333
11081,-2670
11082,-2891
11083,-2562
11084,-2627
11085,-2715
11086,-2848
11087,-2335
11088,-2403
11089,-2605
11090,-2307
11091,-2013
11092,-1878
11093,-2018
11094,-1825
11095,-1470
11096,-1429
11097,-1293
11098,-1037
11099,-766
11100,-493
11101,-207
11102,181
11103,569
11104,809
11105,1171
11106,1526
11107,1917
11108,2101
11109,2337
11110,2699
11111,2974
11112,3088
11113,3275
11114,3383
11115,3529
11116,3495
11117,3531
11118,3512
11119,3251
11120,3201
11121,3057
11122,2685
11123,2399
11124,2207
11125,1975
11126,1341
11127,924
11128,804
11129,348
11130,83
11131,-316
11132,-674
11133,-960
11134,-1100
11135,-1200
11136,-1580
11137,-1748
11138,-1827
11139,-2002
11140,-1901
11141,-1965
11142,-2364
11143,-2513
11144,-2352
11145,-2484
11146,-2618
11147,-2578
11148,-2583
11149,-2772
11150,-2769
11151,-2362
11152,-2550
11153,-2513
11154,-2555
11155,-2262
11156,-2017
11157,-2068
11158,-1891
11159,-1845
11160,-1542
11161,-1400
11162,-1231
11163,-912
11164,-719
11165,-503
11166,-202
11167,208
11168,448
11169,603
11170,936
11171,1350
11172,1598
11173,1758
11174,2113
11175,2330
11176,2525
11177,2623
11178,2925
11179,3042
11180,3021
11181,2989
11182,3018
11183,3062
11184,2998
11185,2798
11186,2639
11187,2478
11188,2261
11189,2034
11190,1939
11191,1726
11192,1315
11193,1040
11194,831
11195,592
11196,280
11197,-21
11198,-337
11199,-652
11200,-920
11201,-1019
11202,-1323
11203,-1658
11204,-1896
11205,-2104
11206,-2116
11207,-2235
11208,-2445
11209,-2643
11210,-2557
11211,-2522
11212,-2529
11213,-2494
11214,-2523
11215,-2513
11216,-2389
11217,-2283
11218,-2242
11219,-2157
11220,-2155
11221,-2078
11222,-1868
11223,-1730
11224,-1579
11225,-1458
11226,-1258
11227,-955
11228,-701
11229,-467
11230,-283
11231,-75
11232,174
11233,505
11234,762
11235,909
11236,1043
11237,1313
11238,1592
11239,1825
11240,2004
11241,2219
11242,2336
11243,2533
11244,2716
11245,2837
11246,2748
11247,2784
11248,2864
11249,2743
11250,2637
11251,2597
11252,2346
11253,2115
11254,1811
11255,1721
11256,1505
11257,1116
11258,743
11259,622
11260,564
11261,177
11262,-218
11263,-305
11264,-484
11265,-775
11266,-861
11267,-1098
11268,-1400
11269,-1681
11270,-1731
11271,-1833
11272,-2146
11273,-2277
11274,-2401
11275,-2391
11276,-2402
11277,-2454
11278,-2455
11279,-2432
11280,-2406
11281,-2330
11282,-2218
11283,-2093
11284,-2124
11285,-2009
11286,-1801
11287,-1781
11288,-1677
11289,-1491
11290,-1323
11291,-1223
11292,-979
11293,-630
11294,-412
11295,-314
11296,-104
11297,174
11298,412
11299,623
11300,789
11301,893
11302,1041
11303,1272
11304,1552
11305,1621
11306,1724
11307,1836
11308,2006
11309,2149
11310,2211
11311,2251
11312,2248
11313,2312
11314,2291
11315,2283
11316,2229
11317,2098
11318,2071
11319,2072
11320,1825
11321,1532
11322,1405
11323,1428
11324,1000
11325,617
11326,479
11327,427
11328,106
11329,-295
11330,-501
11331,-630
11332,-852
11333,-1137
11334,-1413
11335,-1503
11336,-1645
11337,-1878
11338,-2038
11339,-1953
11340,-1988
11341,-2241
11342,-2211
11343,-2134
11344,-2049
11345,-2173
11346,-2166
11347,-1972
11348,-1972
11349,-1953
11350,-1882
11351,-1775
11352,-1717
11353,-1602
11354,-1447
11355,-1287
11356,-1158
11357,-1002
11358,-768
11359,-482
11360,-348
11361,-221
11362,-21
11363,210
11364,419
11365,519
11366,690
11367,851
11368,975
11369,1069
11370,1255
11371,1371
11372,1387
11373,1500
11374,1657
11375,1757
11376,1786
11377,1851
11378,1796
11379,1899
11380,1885
11381,1910
11382,1810
11383,1796
11384,1700
11385,1547
11386,1517
11387,1407
11388,1178
11389,1056
11390,920
11391,677
11392,512
11393,481
11394,294
11395,-103
11396,-213
11397,-299
11398,-479
11399,-713
11400,-982
11401,-1133
11402,-1255
11403,-1341
11404,-1453
11405,-1598
11406,-1756
11407,-1832
11408,-1796
11409,-1747
11410,-1776
11411,-1915
11412,-1865
11413,-1733
11414,-1698
11415,-1652
11416,-1584
11417,-1576
11418,-1602
11419,-1385
11420,-1159
11421,-1125
11422,-1091
11423,-975
11424,-729
11425,-496
11426,-358
11427,-236
11428,-139
11429,36
11430,146
11431,349
11432,451
11433,465
11434,539
11435,694
11436,888
11437,941
11438,993
11439,1053
11440,1146
11441,1282
11442,1358
11443,1424
11444,1414
11445,1416
11446,1448
11447,1483
11448,1491
11449,1436
11450,1369
11451,1305
11452,1250
11453,1213
11454,1134
11455,974
11456,854
11457,698
11458,620
11459,528
11460,271
11461,165
11462,-16
11463,-145
11464,-289
11465,-494
11466,-534
11467,-685
11468,-843
11469,-918
11470,-1028
11471,-1133
11472,-1235
11473,-1311
11474,-1353
11475,-1388
11476,-1427
11477,-1434
11478,-1433
11479,-1490
11480,-1493
11481,-1275
11482,-1352
11483,-1323
11484,-1273
11485,-1116
11486,-1022
11487,-1011
11488,-924
11489,-842
11490,-674
11491,-640
11492,-471
11493,-339
11494,-277
11495,-143
11496,-45
11497,86
11498,106
11499,163
11500,273
11501,441
11502,491
11503,510
11504,636
11505,697
11506,776
11507,956
11508,1042
11509,1072
11510,1061
11511,1106
11512,1235
11513,1251
11514,1178
11515,1070
11516,1140
11517,1099
11518,1059
11519,975
11520,847
11521,848
11522,801
11523,765
11524,620
11525,489
11526,387
11527,245
11528,268
11529,58
11530,-64
11531,-200
11532,-244
11533,-390
11534,-424
11535,-566
11536,-637
11537,-711
11538,-799
11539,-805
11540,-910
11541,-924
11542,-1004
11543,-1080
11544,-1008
11545,-1066
11546,-1110
11547,-1167
11548,-1135
11549,-1074
11550,-1103
11551,-1079
11552,-1022
11553,-980
11554,-907
11555,-865
11556,-774
11557,-684
11558,-612
11559,-544
11560,-496
11561,-338
11562,-299
11563,-273
11564,-160
11565,-83
11566,-12
11567,49
11568,163
11569,206
11570,289
11571,413
11572,510
11573,588
